ID,名称,图像,价值,已出现,隐藏于建筑,宝物种类,出现年,属于人物,影响列表,介绍
2102,玉龙纹璧,1320,25,false,136,2102,190,-1,6610 ,【中品】璧（可叠加） 雕刻着两只潜龙的白璧。
2103,玉璧,1321,25,false,0,2103,190,-1,6630 ,【中品】璧（可叠加） 圆形玉。在商品卖买之时，经常替货币来使用。
2200,龙方壶,1322,15,false,105,2200,190,-1,6811 ,【下品】壶（不可叠加） 装饰着神龙的雕像，呈四角形断面的壶。
2201,金象嵌壶,1323,15,false,9,2200,190,-1,6810 ,【下品】壶（不可叠加） 嵌有金象的青铜壶，并绘着表吉祥的鸟类。
2300,大克鼎,1324,15,false,8,2300,190,-1,3301 ,【下品】鼎（可叠加） 周孝王时期铸造的鼎。
2301,毛公鼎,1325,15,false,9,2301,190,-1,3300 ,【中品】鼎（可叠加） 周王将政务托付给周公的铭文鼎，上面刻着497个金文字。
2302,大盂鼎,1326,15,false,17,2302,190,-1,3301 ,【下品】鼎（可叠加） 周康王赐给功臣的鼎。上面刻着291个金文字。
2303,饕餮纹鼎,1327,10,false,63,2303,190,-1,3301 ,【下品】鼎（可叠加） 商铸造的鼎。饕餮是「四凶」之一，象征凶，卑怯，贪欲的妖魔。
2304,漆涂鼎,1328,5,false,0,2304,190,-1,3301 ,【下品】鼎（可叠加） 涂上漆的木制鼎，底色为黑色，并以红色与银色绘上云彩的模样。
2307,牛灯,1369,20,false,127,2307,190,-1,6310 ,【下品】灯（不可叠加） 仿造牛型所铸的青铜制烛台。
2400,鑞金博山炉,1329,20,false,120,2400,190,-1,6811 ,【中品】炉（不可叠加） 镀金的青铜制香博山炉。外表装饰有精致的金线。
2401,加彩博山炉,1330,15,false,9,2400,190,-1,6810 ,【下品】炉（不可叠加） 博山炉的陶器。死者墓中的副葬品。
2402,青铜博山炉,1331,5,false,10,2400,190,-1,6810 ,【下品】炉（不可叠加） 青铜制的博山炉。一般作为实用品使用。
2500,父己角,1332,15,false,19,2500,190,-1,5001 ,【中品】酒杯（不可叠加） 三个脚起到了酒器的支撑作用。多用于烂醉之际。
2501,祖乙尊,1333,10,false,9,2500,190,-1,5000 ,【下品】酒杯（不可叠加） 敬神酒之意。厚重的造型是其主要特征。
2502,服方尊,1334,10,false,105,2500,190,-1,5000 ,【下品】酒杯（不可叠加） 周建造的酒器。特征为刚毅之美。
2503,羊尊,1335,5,false,117,2500,190,-1,5000 ,【下品】酒杯（不可叠加） 装饰着山羊的青铜制酒具。
2504,酒杯,1336,5,false,45,2500,190,-1,5000 ,【下品】酒杯（不可叠加） 装饰着雀鸟的青铜制酒具，又称为爵。
2600,吕氏镜,1337,15,false,0,2600,190,-1,2629 ,【下品】镜（不可叠加） 雕塑着高贵人像与神兽的铜镜。
2601,长生镜,1338,15,false,106,2600,190,-1,2629 ,【下品】镜（不可叠加） 铜镜中显现着珍贵的人和动物。多用于汉。
2602,四霊文镜,1339,15,false,84,2600,190,-1,2633 ,【中品】镜（不可叠加） 显现着青龙·白虎·朱雀·玄武四灵兽的铜镜。
2603,龙子镜,1340,10,false,126,2600,190,-1,2632 ,【下品】镜（不可叠加） 显现神仙思想文样的铜镜。
2604,智君子鉴,1341,15,false,58,2600,190,-1,2631 ,【下品】镜（不可叠加） 春秋时晋国的智氏使用的镜子。镜子如水中一般，可以映射出自己的容颜。
2605,兽带纹鉴,1342,10,false,17,2600,190,-1,2630 ,【下品】镜（不可叠加） 显现异兽文样的镜子。在镜子普及之前，人们都只有在水中才能看到自己的容颜。
2700,太玄生符,1343,30,false,58,2700,190,-1,2622 ,【上品】灵符（不可叠加） 道教流传灵符的一种。老子给了随从徐甲，他就有了不死之身。
2701,老君入山符,1344,25,true,-1,2700,190,7008,2623 ,【下品】灵符（不可叠加） 道教流传灵符的一种。保护入山修行者的安全。
2702,五岳真形图,1345,25,false,0,2700,190,-1,2621 ,【下品】灵符（不可叠加） 道教流传灵符的一种。辟邪增福。
2703,三皇内文,1346,25,false,40,2700,190,-1,2620 ,【下品】灵符（不可叠加） 道教流传灵符的一种。断绝一切灾厄。
2704,鬼带符,1347,30,false,10,2700,190,-1,2619 ,【下品】灵符（不可叠加） 巫鬼道中做鬼法时使用的符印。曾被张鲁使用过。
2800,浮屠经,1348,25,false,7,2800,190,-1,2601 ,【下品】灵符（不可叠加） 浮屠教义的经典。比天竺更广为流传。
2801,霊宝经,1349,20,false,45,2801,190,-1,2606 ,【下品】道书（可叠加） 道教经典之一。由左慈传承。后由晋国的葛洪整理为「抱朴子」。
2802,九鼎神丹经,1350,15,false,39,2802,190,-1,2604 ,【下品】道书（可叠加） 道教经典之一。炼金术和炼丹术的整理之集。记载了金丹的精制法。
2803,黄帝四经,1351,20,false,147,2803,190,-1,2600 ,【下品】道书（可叠加） 道教经典之一。汉的统治者重视黄老之学而记载下来。
2900,琴,1352,15,true,-1,2900,190,387,623 ,【中品】乐器（不可叠加） 弹奏出来的优美音色，掳获了古今不计其数的文人雅士
2901,瑟,1353,10,true,-1,2900,190,266,622 ,【下品】乐器（不可叠加） 用作琴的伴奏乐器。「琴瑟相和」一语的由来。
2902,筑,1354,10,true,-1,2900,190,424,621 ,【下品】乐器（不可叠加） 用竹的拨子来弹奏。
2903,士父钟,1355,30,true,-1,2900,190,254,620 ,【下品】乐器（不可叠加） 打击乐器。周用于敲打编钟。由８～２２个钟一起共同组成。
2904,编钟,1356,20,false,55,2900,190,-1,622 ,【下品】乐器（不可叠加） 打击乐器。横木上绑着大大小小的钟。能演奏出多样的音色。
3000,貂裘,1357,15,true,-1,3000,190,310,6049 ,【上品】裘衣（不可叠加） 貂的毛皮制作的裘衣。貂是类似鼠之类的动物。
3001,狐裘,1358,10,true,-1,3000,190,245,6044 ,【中品】裘衣（不可叠加） 狐皮制作的裘衣。由狐的白色腋毛制作的裘，是为狐白裘。
3002,羊裘,1359,10,false,5,3000,190,-1,6041 ,【下品】裘衣（不可叠加） 羊皮制作的裘衣。北方游牧民的最爱。
3100,白羽扇,1360,20,true,-1,3100,190,289,504 ,【中品】羽扇（不可叠加） 以白羽制成的扇子，为诸葛亮持有。
3101,羽扇,1361,15,false,7,3100,190,-1,503 ,【下品】羽扇（不可叠加） 以羽毛制成的扇子。
3200,朝鲜人参,1362,25,false,150,3200,190,-1,620 ,【下品】宝物（可叠加） 高丽参。生长于朝鲜和中国东北地区。汉有名的药用材料。
3201,酪乳,1363,20,false,28,3201,190,-1,615 ,【下品】宝物（可叠加） 用马羊之乳发酵而成的一种奶酪。北方游牧民族经常食用。
3202,茶,1364,10,false,44,3202,190,-1,4040 ,【下品】宝物（可叠加） 原产自中国南部。当时是高价之物，磨成粉末冲水饮用。
3203,象鞭,1365,30,true,-1,3203,190,568,6303 520 ,【上品】宝物（可叠加） 有人说是调教战象的鞭，但有人却说内有玄机。
3204,毛毡,1366,15,false,150,3204,190,-1,6302 ,【下品】宝物（可叠加） 羊毛编织而成的一种床。北方游牧民族常用。
3205,神兽砚,1367,15,false,129,3205,190,-1,6051 ,【下品】宝物（可叠加） 精心打造的青铜制砚台，上面装饰着宝石。
3206,长信宫灯,1368,30,false,0,3206,190,-1,6312 ,【中品】灯（不可叠加） 镀金的青铜制烛台，雕饰着跪侍的宫女像。
3208,青釉谷仓罐,1370,20,false,151,3208,190,-1,500 ,【下品】宝物（可叠加） 杭州湾沿岸烧制的青瓷，并配以雕塑装饰。
3209,铜马车,1371,20,false,105,3209,190,-1,5060 ,【下品】宝物（可叠加） 置于马车的青铜制物。大多出土于秦始皇的兵马俑
3210,铜马,1372,20,false,38,3210,190,-1,5080 ,【下品】宝物（可叠加） 置于马上的青铜制物。大多出土于秦始皇的兵马俑
3211,漆,1373,25,false,23,3211,190,-1,5090 ,【下品】宝物（可叠加） 多用于餐具、武器的保护。主要产于中国南部。
3212,算盘,1374,20,false,91,3212,190,-1,1 ,【下品】宝物（可叠加） 自古流传下来的计算用具，相传是关羽的发明。
3213,陶器,1375,10,false,40,3213,190,-1,2 ,【下品】宝物（可叠加） 西域产陶器。和丝绸一起流传下来。
3214,玉玺,1376,100,true,-1,3214,190,16,163 ,【上品】玉玺（可叠加） 秦始皇用蓝田名玉制成的印章，以作为帝位的证明。
3215,羽人兽文镜,1377,20,true,-1,2600,190,300,2630 ,【下品】镜（不可叠加） 显现着传说中人和动物的铜镜。造型栩栩如生。
4000,兽面吞头连环铠,3012,10,true,-1,4000,184,660,12330 ,【上品】铠甲（不可叠加）吕布铠甲，堪称三国最霸气的铠甲
4001,亮银甲,3015,10,true,-1,4000,184,395,12330 ,【上品】铠甲（不可叠加）赵云铠甲
4002,狮盔兽带铠,3000,10,true,-1,4000,184,515,12330 ,【上品】铠甲（不可叠加）马超铠甲，全身闪耀银色光芒，令敌军不敢直视。
4003,黑光护心铠,3001,10,true,-1,4000,184,432,12330 ,【上品】铠甲（不可叠加）张飞铠甲
4004,明光护心铠,3002,10,true,-1,4000,184,98,12330 ,【上品】铠甲（不可叠加）关羽的铠甲，也有绿色。
4005,筒袖护心铠,3003,10,true,-1,4000,184,185,12330 ,【上品】铠甲（不可叠加）黄忠铠甲
4006,护心裆铠,3004,10,true,-1,4000,184,466,12330 ,【上品】铠甲（不可叠加）程普铠甲
4007,环锁护心铠,3005,10,true,-1,4000,184,163,12330 ,【上品】铠甲（不可叠加）黄盖铠甲
4008,护心锁子甲,3006,10,true,-1,4000,184,116,12330 ,【上品】铠甲（不可叠加）韩当铠甲
4009,镔铁黑光铠,3007,10,true,-1,4000,184,267,12330 ,【上品】铠甲（不可叠加）蒋钦铠甲
4010,镔铁明光铠,3008,10,true,-1,4000,184,242,12330 ,【上品】铠甲（不可叠加）周泰铠甲
4011,镔铁筒袖铠,3009,10,true,-1,4000,184,458,12330 ,【上品】铠甲（不可叠加）陈武铠甲
4012,镔铁裆铠,3010,10,true,-1,4000,184,488,12330 ,【上品】铠甲（不可叠加）董袭铠甲
4013,镔铁环锁铠,3011,10,true,-1,4000,184,118,12330 ,【上品】铠甲（不可叠加）甘宁铠甲
4014,镔铁锁子甲,3016,10,true,-1,4000,184,651,12330 ,【上品】铠甲（不可叠加）凌统铠甲
4015,雁翎黑光铠,3013,10,true,-1,4000,184,294,12330 ,【上品】铠甲（不可叠加）徐盛铠甲
4016,雁翎明光铠,3014,10,true,-1,4000,184,524,12330 ,【上品】铠甲（不可叠加）潘璋铠甲
4017,雁翎筒袖铠,3054,10,true,-1,4000,184,469,12330 ,【上品】铠甲（不可叠加）丁奉铠甲
4018,雁翎裆铠,3018,10,true,-1,4000,184,341,12330 ,【上品】铠甲（不可叠加）曹仁铠甲
4019,雁翎环锁铠,3019,10,true,-1,4000,184,336,12330 ,【上品】铠甲（不可叠加）曹洪铠甲
4020,雁翎锁子甲,3020,10,true,-1,4000,184,337,12330 ,【上品】铠甲（不可叠加）曹纯铠甲
4021,虎头黑光铠,3021,10,true,-1,4000,184,85,12330 ,【上品】铠甲（不可叠加）夏侯惇铠甲
4022,虎头明光铠,3022,10,true,-1,4000,184,78,12330 ,【上品】铠甲（不可叠加）夏侯渊铠甲
4023,虎头筒袖铠,3023,10,true,-1,4000,184,340,12330 ,【上品】铠甲（不可叠加）曹真铠甲
4024,虎头裆铠,3024,10,true,-1,4000,184,331,12330 ,【上品】铠甲（不可叠加）曹休铠甲
4025,虎头环锁铠,3025,10,true,-1,4000,184,83,12330 ,【上品】铠甲（不可叠加）夏侯尚铠甲
4026,虎头锁子甲,3026,10,true,-1,4000,184,439,12330 ,【上品】铠甲（不可叠加）张辽铠甲
4027,熟铜黑光铠,3027,10,true,-1,4000,184,290,12330 ,【上品】铠甲（不可叠加）徐晃铠甲
4028,熟铜明光铠,3028,10,true,-1,4000,184,6,12330 ,【上品】铠甲（不可叠加）于禁铠甲
4029,熟铜筒袖铠,3029,10,true,-1,4000,184,411,12330 ,【上品】铠甲（不可叠加）张合铠甲
4030,熟铜裆铠,3030,10,true,-1,4000,184,69,12330 ,【上品】铠甲（不可叠加）乐进铠甲
4031,熟铜环锁铠,3031,10,true,-1,4000,184,45,12330 ,【上品】铠甲（不可叠加）王平铠甲
4032,熟铜锁子甲,3032,10,true,-1,4000,184,149,12330 ,【上品】铠甲（不可叠加）
4033,青铜黑光铠,3033,10,true,-1,4000,184,438,12330 ,【上品】铠甲（不可叠加）张翼铠甲
4034,青铜明光铠,3034,10,true,-1,4000,184,645,12330 ,【上品】铠甲（不可叠加）廖化铠甲
4035,青铜筒袖铠,3035,10,true,-1,4000,184,514,12330 ,【上品】铠甲（不可叠加）马忠铠甲
4036,青铜裆铠,3036,10,true,-1,4000,184,407,12330 ,【上品】铠甲（不可叠加）张嶷铠甲
4037,青铜环锁铠,3037,10,true,-1,4000,184,389,12330 ,【上品】铠甲（不可叠加）太史慈铠甲
4038,青铜锁子甲,3038,10,true,-1,4000,184,370,12330 ,【上品】铠甲（不可叠加）孙策铠甲
4039,龟纹黑光铠,3039,10,true,-1,4000,184,9028,12330 ,【上品】铠甲（不可叠加）
4040,龟纹明光铠,3040,10,true,-1,4000,184,125,12330 ,【上品】铠甲（不可叠加）
4041,龟纹筒袖铠,3041,10,true,-1,4000,184,45,12330 ,【上品】铠甲（不可叠加）
4042,龟纹裆铠,3042,10,true,-1,4000,184,169,12330 ,【上品】铠甲（不可叠加）
4043,龟纹环锁铠,3043,10,true,-1,4000,184,346,12330 ,【上品】铠甲（不可叠加）
4044,龟纹锁子甲,3044,10,true,-1,4000,184,456,12330 ,【上品】铠甲（不可叠加）
4045,黄金黑光铠,3045,10,true,-1,4000,184,180,12330 ,【上品】铠甲（不可叠加）
4046,黄金明光铠,3046,10,true,-1,4000,184,207,12330 ,【上品】铠甲（不可叠加）
4047,黄金筒袖铠,3047,10,true,-1,4000,184,144,12330 ,【上品】铠甲（不可叠加）
4048,黄金裆铠,3048,10,false,36,4000,184,-1,12330 ,【上品】铠甲（不可叠加）
4049,黄金环锁铠,3049,10,false,42,4000,184,-1,12330 ,【上品】铠甲（不可叠加）
4050,黄金锁子甲,3050,10,false,48,4000,184,-1,12330 ,【上品】铠甲（不可叠加）
4051,龙鳞黑光铠,3051,10,false,81,4000,184,-1,12330 ,【上品】铠甲（不可叠加）
4052,龙鳞明光铠,3052,10,false,99,4000,184,-1,12330 ,【上品】铠甲（不可叠加）
4053,龙鳞筒袖铠,3053,10,false,110,4000,184,-1,12330 ,【上品】铠甲（不可叠加）
4054,龙鳞裆铠,3054,10,false,148,4000,184,-1,12330 ,【上品】铠甲（不可叠加）
4055,西川红锦百花袍,27,50,true,-1,4000,184,660,12330 ,【上品】铠甲（不可叠加）吕布的出场装备。
4056,勒甲玲珑狮蛮带,28,50,true,-1,4000,184,660,12330 ,【上品】铠甲（不可叠加）吕布的出场装备。
4057,鱼鳞甲,31,80,true,-1,4000,184,343,12330 ,【上品】铠甲（不可叠加）防御出色，深受曹操喜爱。
4058,护心镜,33,30,true,-1,4000,184,219,12330 ,【上品】铠甲（不可叠加）曾经救过蔡瑁一命。
4059,马鹿金带,50,30,false,155,4000,184,-1,12330 ,【上品】铠甲（不可叠加）马鹿是拓跋鲜卑的图腾崇拜
4100,三叉束发紫金冠,26,50,true,-1,4100,184,660,30015 ,【上品】头盔（不可叠加）吕布的出场装备。
4101,赤帻,32,50,true,-1,4100,184,365,30015 ,【上品】头盔（不可叠加） 孙坚最喜欢带这个东西，最后害了祖茂。
4102,发冠,34,30,true,-1,4100,184,254,30015 ,【下品】头盔（不可叠加）专门给贵族带的帽子。
4103,铁盔,35,10,true,-1,4100,184,645,30015 ,【中品】头盔（不可叠加）伴随廖化经历了三国兴衰。
4104,纶巾,42,10,false,9,4100,184,-1,30015 ,【下品】头盔（不可叠加）诸葛亮隐居时裹在头上的
4105,金盔,45,50,true,-1,4100,184,225,30015 ,【上品】头盔（不可叠加）司马懿把金盔弃于林东却反向西走去了
4106,白银狮子盔,44,50,true,-1,4100,184,515,30015 ,【上品】头盔（不可叠加）马超所带头盔
4107,铜盔,43,30,false,105,4100,184,-1,30015 ,【下品】头盔（不可叠加）
4108,白缨银莲盔,51,50,true,-1,4100,184,245,30015 ,【上品】头盔（不可叠加）周瑜所带头盔
4200,红锦战袍,25,30,true,-1,4200,184,343,431 ,【上品】披风（不可叠加）曹操大宴铜雀台，令众将比武，有能射中箭垛红心者，即以锦袍赐之。
4300,先锋令,36,30,true,-1,4300,184,645,250 ,【上品】令牌（不可叠加）不自我先，不自我后。是幸运还是倒霉？
4400,汉寿亭侯印,37,80,true,-1,4400,184,98,6050 ,【上品】印玺（不可叠加）见证了曹操和关羽之间的感情。
4401,汉中太守印,38,80,true,-1,4400,184,124,6050 ,"【上品】印玺（不可叠加）若曹操举天下之兵而来,请为大王拒之；偏将十万之众至,请为大王吞之。"
4500,箭箙,39,10,false,205,4500,184,-1,610 ,【下品】箭箙（不可叠加）作为一个神射手必备的装备。
4600,点将旗,40,80,true,-1,4600,184,245,4000 ,【上品】令旗（不可叠加）周瑜挂在点将台上的旗子。
4601,令旗,41,50,true,-1,4600,184,245,4000 ,【上品】令旗（不可叠加）周瑜下达命令的旗子。
4700,兽面盾,46,50,false,127,4700,184,-1,5090 ,【上品】盾牌（不可叠加）
4701,燕尾盾,47,40,false,10,4700,184,-1,5090 ,【中品】盾牌（不可叠加）
4702,长牌,48,30,false,28,4700,184,-1,5090 ,【下品】盾牌（不可叠加）
4703,长生盾,49,30,false,24,4700,184,-1,5090 ,【下品】盾牌（不可叠加）
5000,魏王金印,5000,10,false,127,5000,184,-1,162 ,【上品】印玺（可叠加） 称帝后，封属下为魏王必需的印玺。封王地点：邺县。
5001,晋王金印,5001,10,false,129,5000,184,-1,162 ,【上品】印玺（可叠加） 称帝后，封属下为晋王必需的印玺。封王地点：晋阳。
5002,燕王金印,5002,10,false,141,5000,184,-1,162 ,【上品】印玺（可叠加） 称帝后，封属下为燕王必需的印玺。封王地点：蓟县。
5003,蜀王金印,5003,10,false,80,5000,184,-1,162 ,【上品】印玺（可叠加） 称帝后，封属下为蜀王必需的印玺。封王地点：成都。
5004,秦王金印,5004,10,false,105,5000,184,-1,162 ,【上品】印玺（可叠加） 称帝后，封属下为秦王必需的印玺。封王地点：长安。
5005,吴王金印,5005,10,false,44,5000,184,-1,162 ,【上品】印玺（可叠加） 称帝后，封属下为吴王必需的印玺。封王地点：吴县。
5006,楚王金印,5006,10,false,23,5000,184,-1,162 ,【上品】印玺（可叠加） 称帝后，封属下为楚王必需的印玺。封王地点：寿春。
5007,齐王金印,5007,10,false,28,5000,184,-1,162 ,【上品】印玺（可叠加） 称帝后，封属下为齐王必需的印玺。封王地点：临淄。
5008,汉中王金印,5008,10,false,100,5000,184,-1,162 ,【上品】印玺（可叠加） 称帝后，封属下为汉中王必需的印玺。封王地点：南郑。
5009,越王金印,5009,10,false,56,5000,184,-1,162 ,【上品】印玺（可叠加） 称帝后，封属下为越王必需的印玺。封王地点：山越。
5010,辽东王金印,5010,10,false,147,5000,184,-1,162 ,【上品】印玺（可叠加） 称帝后，封属下为辽东王必需的印玺。封王地点：襄平。
5011,南蛮王金印,5011,10,false,93,5000,184,-1,162 ,【上品】印玺（可叠加） 称帝后，封属下为南蛮王必需的印玺。封王地点：南蛮。
5012,西凉王金印,5012,10,false,117,5000,184,-1,162 ,【上品】印玺（可叠加） 称帝后，封属下为西凉王必需的印玺。封王地点：姑臧。
5013,漠北王金印,5013,10,false,155,5000,184,-1,162 ,【上品】印玺（可叠加） 称帝后，封属下为漠北王必需的印玺。封王地点：盛乐。
