ID,类别,等级,战斗,名称,描述,条件,影响列表,条件列表,建筑条件,势力条件,自动习得机率,习得对话,习得传令官对话,全地图数目上限,势力数目上限,继承机率,将军,勇将,军师,识者,智将,君主,全能,平凡文,平凡武,庸才,相关能力
1465,20,4,true,平虏将军,•仅对主将有效（本条以下）•所在部队执行“鼓舞”成功时，效果增加10%•视野范围内友军攻击力增加5%•暴击几率增加10%•暴击致敌混乱几率增加5%,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到85•智谋达到75•魅力达到70•武勇达到75•势力官爵达到州牧,281 7129 680 401 550 ,901 902 307 803 161 166 195 150 ,,3043 ,10,不才必效死命！,%0将军文武兼济，雄才大略，今封为“平虏将军 ”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1466,20,4,true,建武将军,•训练能力加成50%•仅对主将有效（本条以下）•被暴击几率减少10%•避免被围攻几率增加30%•被攻击时有15%几率伤害减半,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到85•智谋达到75•魅力达到80•势力官爵达到州牧,90 281 406 702 7242 ,901 902 307 803 161 166 190 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“建武将军 ”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1467,20,4,true,奋威将军,•仅对主将有效（本条以下）•暴击几率增加10%•攻击时敌军疲累度增加2•攻击时敌军伤兵减少3单位•部队攻击力提高10%,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到85•武勇达到85•智谋达到50•势力官爵达到州牧,281 401 6581 6532 411 ,901 902 307 803 161 151 169 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“奋威将军 ”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1468,20,4,true,建忠将军,•仅对主将有效（本条以下）•攻击时敌军伤兵减少2单位•暴击致敌混乱几率增加10%•暴击几率增加10%•暴击使敌方士气减少4,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到85•武勇达到85•势力官爵达到州牧,281 6531 551 401 363 ,901 902 307 803 161 151 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“建忠将军 ”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1469,20,4,true,建威将军,•仅对主将有效（本条以下）•暴击时，敌军伤兵概率为30%•战法的战意消耗减少2•暴击几率增加10%•反击使敌方战意减少10,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到85•武勇达到85•智谋达到70•势力官爵达到州牧,281 7093 7173 401 531 ,901 902 307 803 161 151 165 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“建威将军 ”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1470,20,4,true,辅国将军,•仅对主将有效（本条以下）•攻击有5%几率造成敌军混乱•部队守城时防御力1.5•反击使敌方战意减少20•受暴击伤害减少10%,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到90•智谋达到70•武勇达到80•势力官爵达到州牧,281 5100 7180 533 7087 ,901 902 307 803 162 165 30903 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“辅国将军 ”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1471,20,4,true,中坚将军,•仅对主将有效（本条以下）•视野范围内友军被暴击几率减少15%•部队防御力提高15%•避免被围攻几率增加30%•所在部队执行“鼓舞”成功时，效果增加30%,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到90•智谋达到75•势力官爵达到州牧,281 657 422 702 7131 ,901 902 307 803 162 166 ,,3043 ,10,不才必效死命！,%0将军文武兼济，雄才大略，今封为“中坚将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1472,20,4,true,鹰扬将军,•仅对主将有效（本条以下）•暴击使建筑物统治度减少5•主动攻击使敌方战意减少2•暴击几率增加20%•暴击时敌军伤兵减少3单位,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到85•武勇达到80•势力官爵达到州牧,281 374 7165 403 6537 ,901 902 307 803 161 30903 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“鹰扬将军 ”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1473,20,4,true,虎牙将军,•仅对主将有效（本条以下）•部队攻击力提高20%•暴击使敌方士气减少5•暴击几率增加10%•自身疲累度40%机率不会增加,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到85•武勇达到80•势力官爵达到州牧,281 413 364 401 6513 ,901 902 307 803 161 30903 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“虎牙将军 ”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1474,20,4,true,建义将军,•仅对主将有效（本条以下）•部队守城时防御力1.5•部队防御力提高15%•受暴击伤害减少10%•视野范围内友军防御力增加7%,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到90•智谋达到70•势力官爵达到州牧,281 7180 422 7087 7206 ,901 902 307 803 162 165 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“建义将军 ”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1475,20,4,true,安国将军,•补充能力加成50%•仅对主将有效（本条以下）•部队防御力提高15%•被攻击时有5%几率伤害减半•减少城墙的破坏15%,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到90•智谋达到70•魅力达到80•势力官爵达到州牧,91 281 422 7241 6472 ,901 902 307 803 162 165 190 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“安国将军 ”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1476,20,4,true,横野将军,•仅对主将有效（本条以下）•草原暴击几率增加20%•草原适应性减1•部队攻击力提高15%•视野范围内非友军防御力减少10%,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到85•武勇达到80•势力官爵达到州牧,281 221 201 412 696 ,901 902 307 803 161 30903 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“横野将军 ”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1477,20,4,true,捕虏将军,•仅对主将有效（本条以下）•击破部队时增加捕获机率40%•攻击时有1%几率造成三倍伤害•暴击使敌方士气减少4•所在部队行动力增加5,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到85•武勇达到85•势力官爵达到州牧,281 6103 7234 363 7081 ,901 902 307 803 161 151 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“捕虏将军 ”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1478,20,4,true,讨逆将军,•仅对主将有效（本条以下）•部队攻击力提高15%•战法的战意消耗减少3•击破部队时增加捕获机率30%•暴击时敌军疲累度增加10,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到85•武勇达到85•智谋达到70•势力官爵达到州牧,281 412 7175 6102 6588 ,901 902 307 803 161 151 165 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“讨逆将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1479,20,4,true,兴业将军,•城池设施不需要资金运作•内政获得技巧点数为基本值的三倍•仅对主将有效（本条以下）•部队防御力提高20%•中计几率减少20%,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到85•智谋达到70•政治达到85•势力官爵达到州牧,6400 40 281 423 513 ,901 902 307 803 161 165 181 ,,3043 ,10,不才必效死命！,%0将军文武兼济，雄才大略，今封为“兴业将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1480,20,4,true,副军将军,•仅对主将有效（本条以下）•部队防御力提高15%•围攻致乱率增加15%•攻击时敌军疲累度增加2•暴击致敌混乱几率增加15%,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到85•武勇达到80•智谋达到75•势力官爵达到州牧,281 422 712 6581 552 ,901 902 307 803 161 30903 166 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“副军将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1481,20,4,true,楼船将军,•仅对主将有效（本条以下）•水军有效（本条以下）•水域暴击几率增加20%•水域适应性减1•暴击几率增加15%,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到85•武勇达到80•水军经验值达到1000•势力官爵达到州牧,281 293 225 205 402 ,901 902 307 803 161 30903 230 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“楼船将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1482,20,4,true,辅汉将军,•仅对主将有效（本条以下）•攻击时有5%几率造成双倍伤害•有15%几率使敌军遭受火焰伤害•反击使敌方战意减少20•击破部队后战意增加30,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到85•武勇达到90•势力官爵达到州牧,281 7235 7101 533 542 ,901 902 307 803 161 152 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“辅汉将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1483,20,4,true,辅军将军,•仅对主将有效（本条以下）•部队防御力提高20%•计略成功率增加20%•计略成功致敌混乱几率增加20%•视野范围内友军中计几率减少7%,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到90•智谋达到85•势力官爵达到州牧,281 423 503 561 7202 ,901 902 307 803 162 171 ,,3043 ,10,不才必效死命！,%0将军文武兼济，雄才大略，今封为“辅军将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1484,20,4,true,抚军将军,•仅对主将有效（本条以下）•避免被围攻几率增加20%•部队防御力提高15%•被攻击时有15%几率伤害减半•视野范围内友军被暴击几率减少10%,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到90•智谋达到70•魅力达到70•势力官爵达到州牧,281 701 422 7242 656 ,901 902 307 803 162 165 195 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“抚军将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1485,20,4,true,奉义将军,•仅对主将有效（本条以下）•部队攻击力提高15%•主动攻击无战斗称号部队使之士气减2•击破部队后战意增加20•战法的战意消耗减少1,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到85•武勇达到85•智谋达到50•势力官爵达到州牧,281 412 599 541 7171 ,901 902 307 803 161 151 169 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“奉义将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1486,20,4,true,横海将军,•仅对主将有效（本条以下）•水军有效（本条以下）•水域暴击几率增加20%•所在部队行动力增加10•部队水域乘数提高0.1（上限为1）,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到85•武勇达到85•水军经验值达到1000•势力官爵达到州牧,281 293 225 251 352 ,901 902 307 803 161 151 230 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“横海将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1487,20,4,true,辅义将军,•仅对主将有效（本条以下）•视野范围内友军中计几率减少7%•计略成功时敌方战意减少5•计略成功致敌混乱几率增加15%•计略成功时能夺取敌方50士兵,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到85•智谋达到85•计略成功次数达到5•势力官爵达到州牧,281 7202 6920 7169 6905 ,901 902 307 803 161 171 4090 ,,3043 ,10,不才必效死命！,%0将军文武兼济，雄才大略，今封为“辅义将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1488,20,4,true,绥南将军,•仅对主将有效（本条以下）•森林适应性减1•森林暴击几率增加20%•暴击致敌混乱几率增加20%•暴击几率增加15%,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到85•武勇达到85•智谋达到50•势力官爵达到州牧,281 202 222 553 402 ,901 902 307 803 161 151 169 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“绥南将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1489,20,4,true,折冲将军,•仅对主将有效（本条以下）•攻击时敌军疲累度增加5•攻击时敌军伤兵减少2单位•部队攻击力提高15%•受暴击伤害减少10%,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到85•武勇达到90•势力官爵达到州牧,281 6582 6531 412 7087 ,901 902 307 803 161 152 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“折冲将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1490,20,4,true,灭寇将军,•仅对主将有效（本条以下）•暴击致敌混乱几率增加10%•所在部队行动力增加5•击破部队时增加捕获机率20%•增加城池捕获机率10%,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到85•武勇达到90•势力官爵达到州牧,281 551 7081 6101 6110 ,901 902 307 803 161 152 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“灭寇将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1491,20,4,true,平难将军,•仅对主将有效（本条以下）•山地暴击几率增加20%•山地适应性减1•部队防御力提高15%•中计几率减少15%,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到85•智谋达到70•计略阻挡次数达到5•势力官爵达到州牧,281 224 204 422 512 ,901 902 307 803 161 165 4120 ,,3043 ,10,不才必效死命！,%0将军文武兼济，雄才大略，今封为“平难将军 ”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1492,20,4,true,轻车将军,•避免被围攻几率增加10%•仅对主将有效（本条以下）•所在部队行动力加成10%•同部队武将疲累度30%机率不会增加•所在部队伤兵几率增加10%,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到85•智谋达到70•魅力达到70•势力官爵达到州牧,700 281 7082 6517 440 ,901 902 307 803 161 165 195 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“轻车将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1493,20,4,true,牙门将军,•仅对主将有效（本条以下）•围攻致乱率增加15%•暴击使敌方士气减少3•部队攻击力提高15%•有10%几率抵抗攻击,•无法出生自带•无法出现于生成武将中•名声达到8000•不为势力君主•统率达到90•武勇达到90•智谋达到75•势力官爵达到州牧,281 712 362 412 5080 ,901 902 307 803 162 152 166 ,,3043 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“牙门将军 ”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1500,20,10,true,大司马,•仅对主将有效（本条以下）•每1000名声，部队防御力加2%•每1000名声，部队攻击力加1.5%•避免被围攻几率增加50%•每次被混乱最多持续一天•部队攻击力提高20%•部队防御力提高30%•视野范围内友军被暴击几率减少20%•视野范围内友军计略成功率增加10%,•无法出生自带•无法出现于生成武将中•名声达到150000•不为势力君主•统率达到110•智谋达到100•计略阻挡次数达到20•魅力达到90,281 643 632 704 600 413 424 658 671 ,901 902 328 803 30906 174 4122 192 ,,3047 ,10,不才必效死命！,%0将军文武兼济，雄才大略，今封为“大司马”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1501,20,10,true,大将军,•仅对主将有效（本条以下）•每1000名声，部队攻击力加2%•每1000名声，部队防御力加1.5%•围攻致乱率增加40%•混乱时防御力不下降•部队攻击力提高30%•部队防御力提高20%•视野范围内友军攻击力增加15%•视野范围内非友军战意每天减少20,•无法出生自带•无法出现于生成武将中•名声达到150000•不为势力君主•统率达到110•武勇达到85•计略阻挡次数达到10•魅力达到90,281 633 642 7212 609 414 423 682 668 ,901 902 328 803 30906 151 4121 192 ,,3047 ,10,不才必效死命！,%0将军文武兼济，雄才大略，今封为“大将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1502,20,9,true,骠骑大将军,•仅对主将有效（本条以下）•每1000名声，部队攻击力加2%•每1000名声，部队防御力加1%•混乱时防御力不下降•攻击有7%几率造成敌军混乱•有10%几率抵抗攻击•暴击时敌军疲累度增加10,•无法出生自带•无法出现于生成武将中•名声达到100000•不为势力君主•统率达到110•武勇达到90•击破敌军次数达到40次,281 633 641 609 7249 5080 6588 ,901 902 327 803 30906 152 553 ,,3045 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“骠骑大将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1503,20,9,true,车骑大将军,•仅对主将有效（本条以下）•每1000名声，部队攻击力加1%•每1000名声，部队防御力加2%•混乱时防御力不下降•攻击时有5%几率造成三倍伤害•有20%几率抵抗弓箭攻击•暴击致敌混乱几率增加40%,•无法出生自带•无法出现于生成武将中•名声达到100000•不为势力君主•统率达到110•武勇达到90•击破敌军次数达到40次,281 631 643 609 7236 5091 554 ,901 902 327 803 30906 152 553 ,,3045 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“车骑大将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1504,20,9,true,卫将军,•仅对主将有效（本条以下）•每1000名声，部队防御力加1.5%•每1000名声，部队攻击力加1.5%•混乱时防御力不下降•攻击时有7%几率造成双倍伤害•被攻击时有20%几率伤害减半•部队守城时防御力2.5,•无法出生自带•无法出现于生成武将中•名声达到100000•不为势力君主•统率达到110•武勇达到85•击破敌军次数达到20次,281 642 632 609 7237 5061 7182 ,901 902 327 803 30906 151 551 ,,3045 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“卫将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1505,20,8,true,抚军大将军,•仅对主将有效（本条以下）•每1000名声，部队攻击力加2%•每1000名声，部队防御力加0.5%•围攻致乱率增加40%•攻击时有5%几率造成双倍伤害•主动攻击无战斗称号部队使之战意减30•部队防御力提高30%,•无法出生自带•无法出现于生成武将中•名声达到100000•不为势力君主•统率达到110•武勇达到85•击破敌军次数达到20次,281 633 640 7212 7235 603 424 ,901 902 327 803 30906 151 551 ,,3045 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“抚军大将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1506,20,8,true,中军大将军,•仅对主将有效（本条以下）•每1000名声，部队攻击力加1.5%•每1000名声，部队防御力加1%•围攻致乱率增加40%•攻击时有1%几率造成三倍伤害•主动攻击无战斗称号部队使之战意减30•部队防御力提高30%,•无法出生自带•无法出现于生成武将中•名声达到100000•不为势力君主•统率达到110•武勇达到85•击破敌军次数达到20次,281 632 641 7212 7234 603 424 ,901 902 327 803 30906 151 551 ,,3045 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“中军大将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1507,20,8,true,辅国将军,•仅对主将有效（本条以下）•每1000名声，部队攻击力加1%•每1000名声，部队防御力加1.5%•围攻致乱率增加40%•攻击有5%几率造成敌军混乱•主动攻击无战斗称号部队使之战意减30•部队防御力提高30%,•无法出生自带•无法出现于生成武将中•名声达到90000•不为势力君主•统率达到100•智谋达到90•击破敌军次数达到30次,281 631 642 7212 5100 603 424 ,901 902 325 803 164 172 552 ,,3045 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“辅国将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1508,20,8,true,镇国将军,•仅对主将有效（本条以下）•每1000名声，部队攻击力加0.5%•每1000名声，部队防御力加2%•围攻致乱率增加40%•攻击时有1%几率造成三倍伤害•主动攻击无战斗称号部队使之战意减30•部队防御力提高30%,•无法出生自带•无法出现于生成武将中•名声达到90000•不为势力君主•统率达到100•智谋达到90•击破敌军次数达到30次,281 630 643 7212 7234 603 424 ,901 902 325 803 164 172 552 ,,3045 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“镇国将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1509,20,8,true,镇军将军,•仅对主将有效（本条以下）•每1000名声，部队攻击力加0.5%•每1000名声，部队防御力加2%•围攻致乱率增加40%•被攻击时有15%几率伤害减半•主动攻击无战斗称号部队使之战意减30•部队防御力提高30%,•无法出生自带•无法出现于生成武将中•名声达到90000•不为势力君主•统率达到100•智谋达到90•击破敌军次数达到30次,281 630 643 7212 7242 603 424 ,901 902 325 803 164 172 552 ,,3045 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“镇军将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1510,20,8,true,征西大将军,•仅对主将有效（本条以下）•每1000名声，部队攻击力加2%•每1000名声，部队防御力加0.5%•避免被围攻几率增加50%•有9%几率抵抗攻击•主动攻击无战斗称号部队使之士气减10•部队攻击力提高30%,•无法出生自带•无法出现于生成武将中•名声达到90000•不为势力君主•统率达到100•武勇达到85•击破敌军次数达到40次,281 633 640 704 7253 602 414 ,901 902 325 803 164 151 553 ,,3044 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“征西大将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1511,20,8,true,征南大将军,•仅对主将有效（本条以下）•每1000名声，部队攻击力加1.5%•每1000名声，部队防御力加1%•避免被围攻几率增加50%•有10%几率抵抗弓箭攻击•主动攻击无战斗称号部队使之士气减10•部队攻击力提高30%,•无法出生自带•无法出现于生成武将中•名声达到90000•不为势力君主•统率达到100•武勇达到85•击破敌军次数达到40次,281 632 641 704 5090 602 414 ,901 902 325 803 164 151 553 ,,3044 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“征南大将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1512,20,8,true,征东大将军,•仅对主将有效（本条以下）•每1000名声，部队攻击力加1%•每1000名声，部队防御力加1.5%•避免被围攻几率增加50%•被攻击时有15%几率伤害减半•主动攻击无战斗称号部队使之士气减10•部队攻击力提高30%,•无法出生自带•无法出现于生成武将中•名声达到90000•不为势力君主•统率达到100•武勇达到85•击破敌军次数达到40次,281 631 642 704 7242 602 414 ,901 902 325 803 164 151 553 ,,3044 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“征东大将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1513,20,8,true,征北大将军,•仅对主将有效（本条以下）•每1000名声，部队攻击力加0.5%•每1000名声，部队防御力加2%•避免被围攻几率增加50%•攻击有5%几率造成敌军混乱•主动攻击无战斗称号部队使之士气减10•部队攻击力提高30%,•无法出生自带•无法出现于生成武将中•名声达到90000•不为势力君主•统率达到100•武勇达到85•击破敌军次数达到40次,281 630 643 704 5100 602 414 ,901 902 325 803 164 151 553 ,,3044 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“征北大将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1514,20,7,true,前将军,•仅对主将有效（本条以下）•每1000名声，部队攻击力加2%•被暴击几率减少5%•围攻致乱率增加30%•被攻击时有5%几率伤害减半•部队攻击力提高20%•步戟有效（本条以下）•骑兵有效（本条以下）•可施行“破军”战法,•无法出生自带•无法出现于生成武将中•名声达到60000•不为势力君主•统率达到95•武勇达到100•击破敌军次数达到50次•骑兵经验值达到1000•步兵经验值达到1000,281 633 405 714 7241 413 290 292 8546 ,901 902 319 803 163 154 554 220 200 ,,3044 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“前将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1515,20,7,true,后将军,•仅对主将有效（本条以下）•每1000名声，部队攻击力加1.5%•每1000名声，部队防御力加0.5%•围攻致乱率增加30%•攻击有5%几率造成敌军混乱•部队攻击力提高20%•步戟有效（本条以下）•骑兵有效（本条以下）•可施行“破军”战法,•无法出生自带•无法出现于生成武将中•名声达到60000•不为势力君主•统率达到95•武勇达到100•击破敌军次数达到50次•骑兵经验值达到1000•步兵经验值达到1000,281 632 640 714 5100 413 290 292 8546 ,901 902 319 803 163 154 554 220 200 ,,3044 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“后将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1516,20,7,true,左将军,•仅对主将有效（本条以下）•每1000名声，部队攻击力加1%•每1000名声，部队防御力加1%•围攻致乱率增加30%•有5%几率抵抗弓箭攻击•部队攻击力提高20%•步戟有效（本条以下）•骑兵有效（本条以下）•可施行“破军”战法,•无法出生自带•无法出现于生成武将中•名声达到60000•不为势力君主•统率达到95•武勇达到100•击破敌军次数达到50次•骑兵经验值达到1000•步兵经验值达到1000,281 631 641 714 7246 413 290 292 8546 ,901 902 319 803 163 154 554 220 200 ,,3044 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“左将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1517,20,7,true,右将军,•仅对主将有效（本条以下）•每1000名声，部队防御力加2%•暴击几率增加5%•围攻致乱率增加30%•有5%几率抵抗攻击•部队攻击力提高20%•步戟有效（本条以下）•骑兵有效（本条以下）•可施行“破军”战法,•无法出生自带•无法出现于生成武将中•名声达到60000•不为势力君主•统率达到95•武勇达到100•击破敌军次数达到50次•骑兵经验值达到1000•步兵经验值达到1000,281 643 400 714 7245 413 290 292 8546 ,901 902 319 803 163 154 554 220 200 ,,3044 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“右将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1518,20,6,true,征西将军,•仅对主将有效（本条以下）•每1000名声，部队攻击力加1.5%•防暴击率提高2%•围攻致乱率增加20%•主动攻击无战斗称号部队使之士气减2•弓弩有效（本条以下）•可施行“落雁”战法,•无法出生自带•无法出现于生成武将中•名声达到30000•不为势力君主•统率达到95•武勇达到85•击破敌军次数达到10次•弩兵经验值达到1000,281 632 7104 713 599 291 314 ,901 902 313 803 163 151 550 210 ,,3044 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“征西将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1519,20,6,true,征南将军,•仅对主将有效（本条以下）•每1000名声，部队防御力加1.5%•暴击率提高2%•围攻致乱率增加20%•主动攻击无战斗称号部队使之士气减2•骑兵有效（本条以下）•可施行“炎枪”战法,•无法出生自带•无法出现于生成武将中•名声达到30000•不为势力君主•统率达到95•武勇达到85•击破敌军次数达到10次•骑兵经验值达到1000,281 642 7103 713 599 292 8543 ,901 902 313 803 163 151 550 220 ,,3044 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“征南将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1520,20,6,true,征东将军,•仅对主将有效（本条以下）•每1000名声，部队防御力加1%•每1000名声，部队攻击力加0.5%•围攻致乱率增加20%•主动攻击无战斗称号部队使之士气减2•弓弩有效（本条以下）•可施行“穿云”战法,•无法出生自带•无法出现于生成武将中•名声达到30000•不为势力君主•统率达到95•武勇达到85•击破敌军次数达到10次•弩兵经验值达到1000,281 641 630 713 599 291 8552 ,901 902 313 803 163 151 550 210 ,,3044 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“征东将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
1521,20,6,true,征北将军,•仅对主将有效（本条以下）•每1000名声，部队攻击力加1%•每1000名声，部队防御力加0.5%•围攻致乱率增加20%•主动攻击无战斗称号部队使之士气减2•步戟有效（本条以下）•可施行“先登”战法,•无法出生自带•无法出现于生成武将中•名声达到30000•不为势力君主•统率达到95•武勇达到85•击破敌军次数达到10次•步兵经验值达到1000,281 631 640 713 599 290 8553 ,901 902 313 803 163 151 550 200 ,,3044 ,10,不才必效死命！,%0将军躬先士卒，勇猛神武，今封为“征北将军”。,9999,1,0,0,0,0,0,0,0,0,0,0,0,0
